Open,High,Low,Close,Volume,Dividends,Stock Splits
26.25372896292628,26.906834064278243,24.196646366908396,26.527179718017578,1004562476,0.0,0.0
26.388717272453444,28.025450435410686,25.734619332073493,27.712297439575195,651908915,0.0,0.0
27.818004212014927,28.680539827582386,27.008571338495646,27.196165084838867,772972385,0.0,0.0
27.225942884794193,28.34455935939672,25.856705292039038,26.740346908569336,847552576,0.0,1.0027455
26.794589996332967,27.081232456642827,25.931429712923784,26.480079650878906,637318000,0.0,0.0
26.71297480477294,27.058836483299515,25.902313680857027,25.90281105041504,686410000,0.0,0.0
26.112818618808962,33.77204077786718,25.637570582952204,31.133041381835938,1266380000,0.0,0.0
31.11960379328337,33.58592094229629,28.11931484349419,30.766775131225586,1074348000,0.0,0.0
29.976020580658947,32.39157759218075,29.330079868509713,30.277591705322266,959100000,0.0,0.0
30.275105019639227,36.327935319359405,29.851112634309395,35.37295913696289,988772000,0.0,0.0
35.3854019274472,37.95562577588728,35.12612809090423,36.9549674987793,678696000,0.0,0.0
37.179402355060326,38.81515603585343,36.037810045755144,37.76512908935547,862006000,0.0,0.0
36.974872236412615,37.42274784838103,33.50430703623722,36.972381591796875,931224000,0.0,0.0
37.34610863641319,39.30732028615746,32.99671066642762,34.724029541015625,1287340000,0.0,0.0
35.01515105078124,37.715362792109886,34.105458331011135,37.0719108581543,834848000,0.0,0.0
36.755905155004065,38.313526076089325,34.28759680933322,34.487152099609375,843080000,0.0,0.0
34.717065891332204,36.812142287059146,34.28809790490417,36.612586975097656,699930000,0.0,0.0
36.55336876125873,36.686735946925644,33.00786020105007,34.44186782836914,787250000,0.0,0.0
34.446843875557306,38.74399159596027,34.248533898916335,38.2582893371582,598296000,0.0,0.0
37.87510780671885,39.30135116301982,37.87510780671885,38.17170333862305,527708000,0.0,0.0
38.28118808496739,39.30633141765003,37.5222817745867,38.68128967285156,551028000,0.0,0.0
38.53000568060228,40.64150276622776,38.293622249599466,39.04207992553711,679126000,0.0,0.0
38.959966765210645,39.59411294126132,36.20551141789169,37.723323822021484,852844000,0.0,0.0
37.69346818375997,40.02940424678896,36.677528186019934,38.40907669067383,641946000,0.0,0.0
38.75692738339407,41.89904633109731,38.60713941288602,39.65169143676758,664002000,0.0,0.0
39.79550900491217,41.476048549369956,39.37301066429526,40.966461181640625,513672000,0.0,0.0
41.24713466618647,42.47382264688434,39.979138435114116,41.282466888427734,676702000,0.0,0.0
41.2655474065749,45.626392837810556,40.658426194393115,45.0844612121582,504374000,0.0,0.0
44.88440620832617,48.73267980719322,44.86001991289263,48.01557540893555,643602000,0.0,0.0
48.21910872373484,49.179559704448835,45.201404386479695,45.22230529785156,871752000,0.0,0.0
45.39399330711697,49.077546435998215,44.52858925697082,46.3056755065918,733584000,0.0,0.0
46.39922881634756,46.87696555115128,44.95705836672951,46.74509048461914,559160000,0.0,0.0
46.83467086926992,47.76307385694653,45.27058018681119,47.729434967041016,561076000,0.0,0.0
47.77273139864593,52.17239089436986,47.168590572538925,50.592376708984375,635594000,0.0,0.0
50.62074092468478,52.86834658500541,50.41173178833441,50.829750061035156,485310000,0.0,0.0
50.55057045601568,53.67029263114592,49.181057640000844,52.07335662841797,563274000,0.0,0.0
52.16989747794376,59.06474177667089,52.01513201877381,58.22123718261719,574768000,0.0,0.0
57.8564669033345,58.42328218422949,49.394046239789986,54.97610855102539,847640000,0.0,0.0
55.132366326164444,58.57505961182965,48.800855797112995,51.34629821777344,907066000,0.0,0.0
50.8999129479357,54.45034572895248,49.285064072017185,50.626708984375,834318000,0.0,0.0
50.44407061651186,55.275685518136385,50.077308029466565,53.99375915527344,636988000,0.0,0.0
54.70837465357761,59.034685007739185,54.542162096109266,55.519535064697266,641920000,0.0,0.0
54.69095701282531,63.394233146831745,54.432180571362295,60.576080322265625,638802000,0.0,0.0
61.110556999782496,62.52883867627939,59.131925827037875,60.62236785888672,576168000,0.0,0.0
59.92964428518738,60.363589727074526,57.075164494920294,59.392189025878906,577248000,0.0,0.0
59.711679849872326,60.21280818966843,49.55677857191676,53.58470153808594,969894000,0.0,0.0
53.536430801026775,54.52026963152666,49.56623303010221,54.463539123535156,734702000,0.0,0.0
55.892267403966386,55.96740817280559,48.27683723702991,51.53639602661133,805152000,0.0,0.0
50.58888473172327,55.60313675543841,50.46447400278693,55.555362701416016,614280000,0.0,0.0
55.357802000681374,57.079646192689935,54.044024885429586,55.73202896118164,578654000,0.0,0.0
55.97985161569378,61.2991583336565,55.90023072192042,58.38894271850586,632186000,0.0,0.0
58.92590192157135,64.15961183322833,58.473045027024305,59.14386749267578,557104000,0.0,0.0
59.122470041604146,59.26180945827973,54.74968022231899,54.92136764526367,666348000,0.0,0.0
53.023853980947706,55.94053912893116,51.00839866149095,53.79072189331055,681936000,0.0,0.0
54.641194041442546,62.97919978499695,54.4273555061916,60.547218322753906,658972000,0.0,0.0
60.41534347186844,61.414612066951506,56.738259959310774,59.12495422363281,577648000,0.0,0.0
58.57407095411732,62.1207717939249,57.88582912857062,60.66267776489258,537988000,0.0,0.0
60.66267451422842,64.65924404295171,57.84750578942334,62.7084846496582,575166000,0.0,0.0
62.951832139759354,66.4616591496986,62.72789433462776,64.94041442871094,498474000,0.0,0.0
64.74334585946788,67.92825745746491,63.64852917553155,66.53585052490234,547142000,0.0,0.0
66.76128628196619,74.80637945336984,66.76128628196619,71.37344360351562,673832000,0.0,0.0
72.75539524708853,76.2441732090642,63.250415991203695,66.65081024169922,741612000,0.0,0.0
